Code,Description
6213, Tubing Tong Rental—With Operators & Drivers Texas
6214, Oil or Gas—Well—Perforating of Casing—All Employees & Drivers National
6216, Drill Site Preparation—Oil or Gas Wells & Drivers Texas
6216, Gas or Oil Lease Work NOC—By Contractor & Drivers Texas
6216, Gas or Oil—Lease Work NOC—Natural Gas—By Specialist Contractor & Drivers National
6216, Gas or Oil—Lease Work NOC—Natural Gas—By Specialist Contractor & Drivers New Mexico
6216, Heater-Treater Service—In Field on Pumping Units & Drivers Texas
6216, Oil or Gas Lease Work NOC—By Contractor & Drivers Alaska
6216, Oil or Gas Lease Work NOC—By Contractor & Drivers Texas
6216, Oil or Gas Pipeline Construction—Under 4″ O. D. & Drivers Texas
6216, Oil or Gas Well—Removal of Paraffin by Hot Oil Method—No Pulling of Rods and Tubing & Drivers Texas
6216, Oil or Gas—Lease Work NOC—By Specialist Contractor & Drivers National
6216, Oil or Gas—Lease Work NOC—By Specialist Contractor & Drivers Florida
6216, Oil or Gas—Lease Work NOC—By Specialist Contractor & Drivers New Mexico
6216, Paraffin Removal From Flow Lines to Tanks & Drivers Texas
6216, Pump Jack Installation & Drivers Texas
6217, Airport Construction—Grading & Drivers National
6217, Blasting Rock & Drivers National
6217, Cesspool Digging—Excavation NOC & Drivers Hawaii
6217, Clearing of Right-of-Way—Electric Power Telephone Burglar or Fire Alarm Lines Brush Clearing or Removal—New or Existing Right-of-Way & Drivers. National
6217, Excavation & Drivers. National
6217, Excavation NOC & Drivers Idaho
6217, Excavation NOC & Drivers Oklahoma
6217, Grading of Land NOC & Drivers. National
6217, Rock Excavation & Drivers. National
6217, Swimming Pool—Construction—Excavation NOC & Drivers Oregon
6219, Agriculture Land Clearing & Drivers Texas
6219, Anchoring Oil or Gas Drilling Rigs—By Contract & Drivers Texas
6219, Cesspool Drilling & Drivers Texas
6219, Cleanup of Debris Caused by Natural Disasters & Drivers Texas
6219, Clearing and Grading of Land NOC & Drivers Texas
6219, Clearing of Utility Line Right-of-Way—New Construction & Drivers Texas
6219, Conduit Construction—For Cable or Wire & Drivers Texas
6219, Ditching Service & Drivers Texas
6219, Diving Service—Inland and in Tanks & Drivers Texas
6219, Dredging & Drivers Texas
6219, Drilling Environmental Test Holes Around Underground Tanks & Drivers Texas
6219, Drilling Foundation Holes & Drivers Texas
6219, Drilling Pier Holes & Drivers Texas
6219, Drilling Post Holes—Telephone & Power Line—No Line Construction & Drivers Texas
6219, Earthen Tank and Trench Silo Construction & Drivers Texas
6219, Environmental Cleanup—Drilling of Test Holes & Drivers Texas
6219, Environmental Cleanup—Excavation & Drivers Texas
6219, Environmental Cleanup—Removal of Oil With Absorbent Cloth From Docks & Drivers Texas
6219, Environmental Cleanup—Setting Booms Around Oil Spills From Boats & Drivers Texas
6219, Excavation in Connection With Construction of Private Residences & Drivers Texas
6219, Excavation NOC & Drivers Texas
6219, Foundation Drilling & Drivers Texas
6219, Garbage and Refuse—Landfill—No Collection Texas
6219, Grading and Clearing of Land NOC & Drivers Texas
6219, Grave Digging—By Contractors & Drivers Texas
6219, Hazardous Waste Removal—By Excavation & Drivers Texas
6219, Landfill Operation—By Property Owner & Drivers Texas
6219, Logging or Lumbering—Mechanized Felling Machines & Delimbing Equipment No Use of Chain Saws—To Include Portable Chipping Operations & Drivers Texas
6219, Oil Rig or Derrick Anchoring & Drivers Texas
6219, Oil Spill Cleanup and/or Containment—Using Absorbent Cloth From Docks & Drivers Texas
6219, Oil Spill Cleanup and/or Containment—Vacuum Removal From Docks & Drivers Texas
6219, Oil Spill Cleanup—Removal of Contamination From Beaches & Drivers Texas
6219, Oil Spill Cleanup—Removal of Soil by Excavation & Drivers Texas
6219, Oil Spill Cleanup—Setting Booms by Boat & Drivers Texas
6219, Pier Hole Drilling & Drivers Texas
6219, Pipeline Right-of-Way Maintenance—Cross Country & Drivers Texas
6219, Septic Tank Installation—Excavation & Drivers Texas
6219, Tank Excavation—Underground and Earthen & Drivers Texas
6219, Tank Removal—Underground Storage & Drivers Texas
6219, Transmission Line Clearing and/or Maintenance—Clearing and Maintenance of Right-of-Way & Drivers Texas
6219, Waste Processing at Job Site—Removal by Excavation & Drivers Texas
6219, Weed Control—By Specialty Contractor—By Use of Tractors or Shredders & Drivers Texas
6219, Wood Chip Mills—Temporary Location—Processing Logs Into Pulp & Drivers Texas
6229, Drainage or Irrigation System Construction & Drivers. National
6229, Irrigation or Drainage System Construction & Drivers. National
6229, Irrigation Pipe Installation—Underground—Not Lawn Sprinklers & Drivers Texas
6229, Lining Earthen Ponds With Plastic & Drivers Texas
6229, Septic Tank Installation & Drivers National
6233, Oil or Gas Pipeline Construction & Drivers Texas
6233, Oil or Gas—Pipeline Construction & Drivers National
6233, Pipeline Construction—Oil or Gas & Drivers Texas
6233, Pipeline Removal—Oil or Gas & Drivers Texas
6233, Pipeline Welding—Oil or Gas & Drivers Texas
6233, Slip Lining of Oil or Gas Pipelines With Plastic Pipe & Drivers Texas
6235, Drilling or Redrilling of Oil or Gas Wells & Installation of Casing Drivers National
6235, Oil or Gas—Well—Drilling or Redrilling & Drivers National
6235, Oil or Gas—Well—Shooting & Drivers National
6236, Oil or Gas—Well—Installation or Recovery of Casing & Drivers National
6237, Drilling Mud Engineers & Drivers Texas
6237, Oil or Gas Well—Instrument Logging Radio Activity or Survey Work in Wells & Drivers Texas
6237, Oil or Gas—Well—Instrument Logging or Survey Work & Drivers National
6237, Oil Well Bottom Hole Pressure Service & Drivers Texas
6238, Casing Installation—Oil Well & Drivers Texas
6238, Casing Recovery—Oil or Gas Well & Drivers Texas
6238, Oil or Gas Well—Installation of Casing by Contractor & Drivers Texas
6238, Oil or Gas Well—Recovery of Casing & Drivers Texas
6238, Power Tong Operation—By Contract—Oil or Gas Well Casing & Drivers Texas
6251, Tunneling—Not Pneumatic—All Operations National
6251, Tunneling—Not Pneumatic—All Operations District Of Columbia
6251, Tunneling—Not Pneumatic—All Operations Georgia
6251, Tunneling—Not Pneumatic—All Operations. Maryland
6252, Caisson Work—All Operations to Completion. National
6252, Caisson Work—Not Pneumatic—All Operations to Completion Colorado
6252, Cofferdam Work—Not Pneumatic—All Operations to Completion. National
6252, Excavation—Digging of Holes—For Building Foundations or Other Structures Illinois
6252, Shaft Sinking—All Operations. National
6257, Caisson Work—Pneumatic—All Operations to Completion Colorado
6260, Tunneling—Pneumatic—All Operations National
6306, Caisson Work—All Operations to Completion & Drivers Texas
6306, Cofferdam Work—All Operations to Completion & Drivers Texas
6306, Sewer Construction—All Operations & Drivers National
6306, Sewer Construction—All Operations & Drivers Texas
6306, Shaft Sinking—All Operations & Drivers Texas
6306, Tunneling—All Operations & Drivers Texas
6319, Aqueduct Construction & Drivers Texas
6319, Gas Main or Connection Construction & Drivers National
6319, Gas Main or Connection Construction & Drivers Texas
6319, Slip Lining of Water Mains In Ground & Drivers Texas
6319, Steam Mains or Connections Construction & Drivers National
6319, Steam Mains or Connections Construction & Drivers Texas
6319, Water Main or Connection Construction & Drivers Texas
6319, Water Main or Connection Construction & Drivers. National
6325, Conduit Construction—For Cables or Wires & Drivers National
6325, Telecommunication Line Installation—Underground & Drivers Oregon
6325, Telephone or Cable Television Line Installation—Underground & Drivers Montana
6365, Irrigation Pipe Installation—Agricultural—Above Ground & Drivers Montana
6400, Chain Link Fence Construction Texas
6400, Fence Erection—All Types Texas
6400, Fence Installation and Repair—Metal Vinyl Wood or Prefabricated Concrete Panel Fence Installed by Hand National
6400, Mobile Home Windstorm Tie-Down Installation—By Specialist Contractor Alaska
6400, Mobile Home—Windstorm Tie-Down Installation—By Specialty Contractor Texas
6400, Playground Equipment Installation Texas
6400, Reforestation—Wire Fencing Erection Oregon
6503, Potato Chip Popcorn & Snack Chip Mfg. NOC National
6504, Baking Powder Mfg. Texas
6504, Barbecue Sauce Mfg. Texas
6504, Coconut Shredding or Drying Texas
6504, Coffee Cleaning Roasting or Grinding Texas
6504, Food Products Mfg. Texas
6504, Food Products Mfg. NOC National
6504, Food Products Mfg. NOC Oregon
6504, Food Sundries Mfg. NOC Texas
6504, Frozen Food Products Mfg. Texas
6504, Ice Mfg.—Ice Mfg. and Vault and Platform Workers Texas
6504, Nut Cleaning Grading Shelling and Packing Texas
6504, Nut Roasting & Packaging Texas
6504, Peanut Butter Mfg. Texas
6504, Pickle Mfg. Texas
6504, Pizza Mfg.—Frozen Texas
6504, Potato Chip Mfg. Texas
6504, Spice Mills Texas
6504, Tamale or Tortilla Mfg. Texas
6504, Tortilla or Tamale Mfg. Texas
6504, Yeast Mfg. Texas
6513, Food Sundries Mfg. NOC & Salespersons Drivers Oklahoma
6702, Railroad Construction—All Operations Including Clerical Salespersons & Drivers—Coverage Under the Federal Employers’ Liability Act FELA—Program I National
6703, Railroad Construction—All Operations Including Clerical Salespersons & Drivers—Coverage Under the Federal Employers’ Liability Act FELA—Program II—USL&HW Act Benefits National
6704, Railroad Construction—All Operations Including Clerical Salespersons & Drivers—Coverage Under the Federal Employers’ Liability Act FELA—Program II—State Act Benefits National
6801,F Boatbuilding—Wood NOC & Drivers—Coverage Under U.S. Act National
6811, Boatbuilding—Wood NOC & Drivers—Coverage Under State Act Only National
6823, Aluminum Boat Mfg.—Pleasure Craft Texas
6823, Boat Building or Repair—Pleasure Craft—Land Operations Only Texas
6823, Fiberglass Boat Mfg.—Pleasure Texas
6824,F Boat Building or Repair NOC & Drivers Texas
6824,F Boatbuilding or Repair & Drivers—Coverage Under U.S. Act Florida
6826,F Marina & Drivers—Coverage Under U.S. Act National
6826,F Marina & Drivers—Coverage Under U.S. Act Florida
6826,F Marina & Drivers—Coverage Under U.S. Act Georgia
6826,F Marina & Drivers—Coverage Under U.S. Act New Hampshire
6828,F Boatbuilding or Repair—Fiberglass Only & Drivers—Coverage Under U.S. Act Florida
6829,F Oil Rig Building—Mobile Offshore Jackup Type & Drivers Mississippi
6834, Boatbuilding or Repair & Drivers—Coverage Under State Act Only Florida
6836, Marina & Drivers—Coverage Under State Act Only National
6836, Marina & Drivers—Coverage Under State Act Only Florida
6836, Marina & Drivers—Coverage Under State Act Only Georgia
6836, Marina & Drivers—Coverage Under State Act Only New Hampshire
6838, Boatbuilding or Repair—Fiberglass Only & Drivers—Coverage Under State Act Only Florida
6843,F Ship Building—Iron or Steel—NOC & Drivers Texas
6845,F Shipbuilding—Naval & Drivers. National
6869,F Ship Breaking Oregon
6872,F Barge Cleaning & Drivers Texas
6872,F Marine Railway Operation & Drivers—Coverage Under U.S. Act National
6872,F Ship or Barge Cleaning Service—All Operations & Drivers Texas
6872,F Ship Repair or Conversion & Drivers Texas
6873,F Diving—Coverage Under U.S. Act Oregon
6873,F Diving—Marine—Coverage Under U.S. Act Louisiana
6873,F Salvage Operations—Marine—Coverage Under U.S. Act Louisiana
6873,F Wrecking—Marine—Coverage Under U.S. Act Louisiana
6874,F Painting—Ship Hulls—Coverage Under U.S. Act National
6874,F Ship Scaling Texas
6876, Diving—Coverage Under State Act Oregon
6876, Diving—Marine—Coverage Under State Act Only Louisiana
6876, Salvage Operations—Marine—Coverage Under State Act Only Louisiana
6876, Wrecking—Marine—Coverage Under State Act Only Louisiana
6882, Marine Railway Operation & Drivers—Coverage Under State Act Only National
6884, Painting—Ship Hulls—Coverage Under State Act Only National
